user_id,dinero_gastado,porcentaje de recomendación,items_count
76561198087589643,104.94,272.22,126.0
76561198087594857,0.0,6.25,16.0
76561198087597289,0.0,inf,0.0
76561198087607110,0.0,44.44,18.0
76561198087612430,14.99,3.57,28.0
76561198087629781,0.0,0.74,136.0
76561198087630045,39.99,20.0,40.0
76561198087633253,0.0,7.69,13.0
76561198087650886,19.99,1.67,60.0
76561198087654581,80.94,203.77,106.0
76561198087661229,0.0,24.24,33.0
76561198087681999,0.0,2.13,47.0
76561198087699908,92.97,19.01,142.0
76561198087706617,69.96,inf,0.0
76561198087716285,9.99,inf,0.0
76561198087717668,0.0,6.25,16.0
76561198087729571,4.99,1.85,54.0
76561198087741169,0.0,inf,0.0
76561198087753522,39.98,18.6,43.0
76561198087809390,49.980000000000004,34.62,78.0
76561198087816498,14.99,inf,0.0
76561198087818012,0.0,0.57,176.0
76561198087829868,14.99,0.78,128.0
76561198087831627,21.98,45.0,60.0
76561198087837304,29.979999999999997,20.3,133.0
76561198087843941,14.99,1.92,52.0
76561198087845573,0.0,1.64,61.0
76561198087854030,0.0,2.38,42.0
76561198087867088,0.0,1.61,62.0
76561198087871638,9.99,1.92,52.0
76561198087880030,19.99,15.69,51.0
76561198087884834,4.99,inf,0.0
76561198087913907,0.0,inf,0.0
76561198087919947,0.0,inf,0.0
76561198087930289,0.0,1.89,53.0
76561198087934431,14.99,8.7,92.0
76561198087940080,39.98,6.35,126.0
76561198087943265,49.98,22.86,35.0
76561198087944125,0.0,5.26,19.0
76561198087950285,29.979999999999997,inf,0.0
76561198087951172,19.98,45.76,59.0
76561198087957707,0.0,inf,0.0
76561198087965132,0.0,50.0,2.0
76561198087966210,9.99,20.0,5.0
76561198087978958,39.99,1.56,64.0
76561198087979850,59.99,1.96,51.0
76561198087980305,0.0,6.25,16.0
76561198087985459,0.0,inf,0.0
76561198087992251,0.0,1.19,84.0
76561198087994542,0.0,10.0,10.0
76561198088000520,14.99,2.78,36.0
76561198088003895,0.0,7.14,14.0
76561198088009683,19.99,17.39,46.0
76561198088018211,89.94,inf,0.0
76561198088027331,14.99,3.23,31.0
76561198088044024,9.99,inf,0.0
76561198088045830,14.99,2.7,37.0
76561198088052883,14.99,6.67,15.0
76561198088054470,34.98,15.09,53.0
76561198088065011,19.99,inf,0.0
76561198088081025,0.0,2.33,43.0
76561198088082495,24.979999999999997,25.71,105.0
76561198088103936,14.99,15.69,51.0
76561198088127282,28.979999999999997,26.67,30.0
76561198088129281,14.99,1.54,65.0
76561198088129605,0.0,11.76,68.0
76561198088140468,12.99,1.05,95.0
76561198088143921,84.97,143.05,151.0
76561198088144000,44.97,inf,0.0
76561198088145132,22.979999999999997,6.5,123.0
76561198088155821,0.0,1.32,76.0
76561198088167260,19.99,1.85,54.0
76561198088203016,69.93,847.67,86.0
76561198088209379,19.99,1.39,72.0
76561198088209407,31.979999999999997,50.61,247.0
76561198088213120,9.99,4.35,23.0
76561198088216646,14.99,5.56,18.0
76561198088228692,69.95,102.46,122.0
76561198088247035,49.96,562.3,61.0
76561198088296689,0.0,1.89,53.0
76561198088315165,9.99,1.47,68.0
76561198088320031,19.99,25.0,108.0
76561198088340679,19.99,1.72,58.0
76561198088356010,0.0,inf,0.0
76561198088367955,19.99,675.0,4.0
76561198088375962,0.0,3.57,28.0
76561198088378367,0.0,0.94,106.0
76561198088378528,0.0,9.09,11.0
76561198088391518,0.0,2.33,43.0
76561198088397505,129.91,398.84,86.0
76561198088402422,0.0,4.35,23.0
76561198088407985,9.99,900.0,81.0
76561198088408984,59.95,90.0,30.0
76561198088410602,14.99,100.0,27.0
76561198088416466,0.0,17.39,46.0
76561198088463711,14.99,1.56,64.0
76561198088472271,19.99,1.79,56.0
76561198088472385,0.0,1.52,66.0
76561198088473518,19.99,inf,0.0
76561198088486552,9.99,inf,0.0
76561198088490613,0.0,10.0,10.0
76561198088508070,9.99,4.76,21.0
76561198088529669,19.99,inf,0.0
76561198088531301,34.98,22.22,36.0
76561198088531324,9.99,40.0,20.0
76561198088538797,0.0,1.89,53.0
76561198088541644,0.0,inf,0.0
76561198088568935,39.98,18.6,43.0
76561198088571383,12.89,2.04,49.0
76561198088580022,14.99,6.25,16.0
76561198088583840,49.980000000000004,6.67,120.0
76561198088584293,29.979999999999997,27.59,29.0
76561198088587850,4.99,inf,0.0
76561198088599132,19.99,1.92,52.0
76561198088606103,14.99,3.7,27.0
76561198088615969,19.99,0.32,308.0
76561198088630638,9.99,inf,0.0
76561198088633724,9.99,1.52,66.0
76561198088634120,2.99,14.81,54.0
76561198088635279,0.0,1.06,94.0
76561198088655268,29.99,2.86,35.0
76561198088660441,19.99,inf,0.0
76561198088661531,69.97,35.96,178.0
76561198088668608,0.0,2.0,50.0
76561198088699917,7.99,25.0,32.0
76561198088700626,0.0,6.67,15.0
76561198088701303,9.99,3.45,29.0
76561198088709404,37.98,37.5,72.0
76561198088716282,20.979999999999997,32.99,194.0
76561198088720737,14.99,3.85,26.0
76561198088724903,0.0,inf,0.0
76561198088742582,74.96,inf,0.0
76561198088743596,0.0,168.75,16.0
76561198088745442,9.99,1.25,80.0
76561198088748682,44.98,3.08,260.0
76561198088748895,9.99,3.03,33.0
76561198088751275,9.99,33.33,3.0
76561198088755490,19.99,2.86,35.0
76561198088776018,79.94,952.78,36.0
76561198088779915,19.99,2.56,39.0
76561198088785160,19.98,266.67,24.0
76561198088795912,9.99,1.61,62.0
76561198088801581,0.0,5.26,19.0
76561198088802064,0.0,0.87,115.0
76561198088802805,14.99,6.67,15.0
76561198088806161,0.0,4.76,21.0
76561198088807138,19.99,7.34,218.0
76561198088808564,89.98,6.84,117.0
76561198088813779,34.99,1.11,90.0
76561198088830592,0.0,3.85,26.0
76561198088838638,14.99,0.77,130.0
76561198088844664,39.98,11.27,71.0
76561198088844840,64.96,274.4,125.0
76561198088852059,9.99,0.59,169.0
76561198088854011,0.0,50.0,2.0
76561198088857515,29.99,2.56,39.0
76561198088860621,19.99,480.0,45.0
76561198088865795,0.0,4.35,23.0
76561198088865993,0.0,3.12,32.0
76561198088869440,0.0,1.61,62.0
76561198088870250,0.0,6.67,15.0
76561198088880648,0.0,2.44,41.0
76561198088881478,19.99,1.23,81.0
76561198088890688,0.0,168.42,38.0
76561198088890825,14.99,2.7,37.0
76561198088891398,29.98,inf,0.0
76561198088891836,34.99,5.0,20.0
76561198088892521,14.99,1.82,110.0
76561198088918807,0.0,0.74,136.0
76561198088931923,19.99,20.51,39.0
76561198088932660,0.0,6.15,130.0
76561198088944164,14.99,4.0,25.0
76561198088944293,59.97,95.42,131.0
76561198088947777,89.92999999999999,787.69,65.0
76561198088948199,54.97,78.05,82.0
76561198088974596,19.99,0.69,144.0
76561198089007454,0.0,2.38,42.0
76561198089007932,29.979999999999997,100.0,8.0
76561198089025822,0.0,5.56,18.0
76561198089026473,14.99,3.23,31.0
76561198089032867,14.99,1.23,81.0
76561198089053903,9.99,2.78,36.0
76561198089076206,77.95,201.61,62.0
76561198089082829,9.99,17.78,45.0
76561198089083202,14.99,1.18,85.0
76561198089084860,0.0,5.0,20.0
76561198089093825,79.96000000000001,98.46,65.0
76561198089095498,19.99,inf,0.0
76561198089117691,14.99,8.25,97.0
76561198089127271,19.99,2.63,38.0
76561198089131001,19.99,0.83,121.0
76561198089135179,19.99,5.33,150.0
76561198089154904,0.0,inf,0.0
76561198089158782,19.99,19.71,137.0
76561198089160897,19.99,1.14,88.0
76561198089170427,44.97,inf,0.0
76561198089179910,24.99,1.47,68.0
76561198089191476,14.99,26.67,30.0
76561198089193401,0.0,5.26,19.0
76561198089195777,0.0,6.67,15.0
76561198089200630,14.99,2.94,34.0
76561198089204482,0.0,103.85,26.0
76561198089220459,14.99,12.9,62.0
76561198089228252,29.99,8.25,97.0
76561198089242036,0.0,0.92,109.0
76561198089242483,14.99,inf,0.0
76561198089271904,19.99,57.14,14.0
76561198089277054,0.0,2.38,42.0
76561198089288206,24.98,1584.78,46.0
76561198089288956,0.0,1.79,56.0
76561198089291500,11.98,inf,0.0
76561198089296397,9.99,14.55,55.0
76561198089297196,14.99,66.67,12.0
76561198089300394,9.99,1.47,68.0
76561198089305478,0.0,inf,0.0
76561198089309136,0.0,6.25,16.0
76561198089331221,0.0,16.67,48.0
76561198089332194,0.0,2.38,42.0
76561198089346291,19.98,21.6,125.0
76561198089349493,39.98,2.91,275.0
76561198089354029,14.99,18.6,43.0
76561198089354509,19.99,3.7,27.0
76561198089355998,0.0,1.12,89.0
76561198089360928,14.99,64.29,84.0
76561198089365649,122.93,1706.67,30.0
76561198089393905,0.0,7.77,103.0
76561198089434180,9.99,44.44,18.0
76561198089436384,3.99,48.21,56.0
76561198089439104,0.0,1.41,71.0
76561198089439191,0.0,inf,0.0
76561198089455336,19.98,378.79,33.0
76561198089480352,9.99,2.44,41.0
76561198089481267,44.98,103.23,62.0
76561198089501467,55.96,inf,0.0
76561198089503414,19.98,6.3,127.0
76561198089509654,54.980000000000004,6.3,127.0
76561198089526841,19.99,2.04,49.0
76561198089527527,99.97,400.0,54.0
76561198089540481,84.97,490.91,44.0
76561198089541599,52.95,99.54,217.0
76561198089541911,34.96,1003.92,51.0
76561198089545153,64.96000000000001,54.35,230.0
76561198089549244,0.0,29.63,27.0
76561198089576595,24.979999999999997,50.0,16.0
76561198089585145,9.99,inf,0.0
76561198089588759,12.98,20.3,133.0
76561198089604858,0.0,10.39,77.0
76561198089610857,29.979999999999997,9.2,87.0
76561198089611596,0.0,4.55,22.0
76561198089621910,59.98,775.76,66.0
76561198089638608,0.0,2.63,38.0
76561198089649301,35.97,273.8,187.0
76561198089650922,29.99,1.92,52.0
76561198089652308,9.99,7.69,13.0
76561198089665351,34.99,0.5,201.0
76561198089668873,0.0,3.7,27.0
76561198089669021,19.99,inf,0.0
76561198089673598,9.99,1.64,61.0
76561198089683053,9.99,11.11,9.0
76561198089696343,0.0,8.33,12.0
76561198089699297,0.0,inf,0.0
76561198089711842,14.99,3.23,31.0
76561198089713205,0.0,1.12,89.0
76561198089715956,0.0,1.59,63.0
76561198089719383,4.99,1.2,83.0
76561198089720618,0.0,1.64,61.0
76561198089722795,0.0,2.13,47.0
76561198089724894,14.99,2.94,34.0
76561198089735322,0.0,5.26,19.0
76561198089754310,9.99,inf,0.0
76561198089754625,14.99,1.0,100.0
76561198089766169,0.0,1.64,61.0
76561198089768747,4.99,inf,0.0
76561198089768915,7.99,3.33,30.0
76561198089772554,44.98,inf,0.0
76561198089779183,54.97,145.45,44.0
76561198089788291,0.0,3.85,26.0
76561198089793989,24.99,22.86,35.0
76561198089811970,4.99,1.92,52.0
76561198089815482,0.0,11.11,72.0
76561198089820105,0.0,0.56,178.0
76561198089821852,0.0,inf,0.0
76561198089823257,0.0,11.11,9.0
76561198089826024,0.0,20.0,5.0
76561198089828631,34.98,33.33,24.0
76561198089833180,4.99,1.79,56.0
76561198089846453,19.99,2.04,49.0
76561198089848099,34.98,10.0,80.0
76561198089861671,14.99,5.26,19.0
76561198089875992,34.98,8.7,92.0
76561198089876886,9.99,14.29,7.0
76561198089899736,14.99,3.03,33.0
76561198089900832,19.99,23.53,34.0
76561198089905857,14.98,inf,0.0
76561198089913156,19.99,0.89,112.0
76561198089915749,0.0,2.5,40.0
76561198089915927,14.99,8.33,12.0
76561198089930824,0.0,1.27,79.0
76561198089936845,0.0,16.67,6.0
76561198089939807,0.0,27.59,29.0
76561198089949548,0.0,27.59,29.0
76561198089949965,0.0,1.92,52.0
76561198089961001,23.979999999999997,45.76,59.0
76561198089965977,9.99,21.62,37.0
76561198089991627,9.99,77.14,35.0
76561198090001818,14.99,3.7,27.0
76561198090015061,0.0,2.22,45.0
76561198090018608,0.0,19.05,42.0
76561198090020454,0.0,1.59,63.0
76561198090082897,19.99,14.04,57.0
76561198090089821,59.99,5.26,19.0
76561198090092678,32.98,58.18,110.0
76561198090093819,0.0,5.48,146.0
76561198090110632,4.99,0.56,177.0
76561198090129532,0.0,5.88,17.0
76561198090142281,0.0,1.37,73.0
76561198090150367,9.99,2.7,37.0
76561198090180844,14.99,128.0,50.0
76561198090194644,14.99,1.96,51.0
76561198090194786,35.96,208.33,60.0
76561198090204221,14.99,3.57,28.0
76561198090206489,39.99,inf,0.0
76561198090216265,14.99,1.67,60.0
76561198090219991,0.0,inf,0.0
76561198090222300,0.0,16.67,6.0
76561198090227095,19.99,2.96,270.0
76561198090236445,14.99,2.94,34.0
76561198090264587,49.97,inf,0.0
76561198090272909,14.99,1.39,72.0
76561198090274308,0.0,1.35,74.0
76561198090295377,9.99,5.88,17.0
76561198090300952,9.99,6.02,133.0
76561198090302241,0.0,1.03,97.0
76561198090315264,0.0,6.67,15.0
76561198090327701,0.0,7.14,14.0
76561198090331907,29.99,2.86,35.0
76561198090332398,49.98,8.16,98.0
76561198090341048,0.0,12.31,130.0
76561198090356834,39.97,96.43,28.0
76561198090367828,0.0,inf,0.0
76561198090373797,7.99,4.0,25.0
76561198090393261,19.99,5.56,18.0
76561198090406732,14.99,3.33,30.0
76561198090431959,19.99,inf,0.0
76561198090441831,0.0,4.76,168.0
76561198090446169,0.0,1.61,124.0
76561198090455022,0.0,3.57,28.0
76561198090457112,9.99,1.61,62.0
76561198090457693,0.0,4.35,23.0
76561198090460736,0.0,3.7,27.0
76561198090461345,4.99,0.79,254.0
76561198090464330,4.99,11.59,69.0
76561198090478432,59.97,62.14,103.0
76561198090486045,49.97,32.65,196.0
76561198090487357,34.98,100.0,27.0
76561198090488278,74.96,73.56,87.0
76561198090493264,0.99,1.69,59.0
76561198090495592,0.0,4.55,22.0
76561198090502308,0.0,3.45,29.0
76561198090506712,9.99,1.54,65.0
76561198090507837,9.99,1.41,71.0
76561198090511110,9.99,3.57,28.0
76561198090511238,9.99,2.27,44.0
76561198090520544,14.99,18.6,43.0
76561198090530209,34.98,inf,0.0
76561198090538255,39.99,1.92,52.0
76561198090542837,29.98,23.53,34.0
76561198090548543,14.99,3.03,33.0
76561198090548578,14.99,4.55,22.0
76561198090560137,0.0,25.0,4.0
76561198090567864,19.99,1.82,55.0
76561198090573475,0.0,4.0,25.0
76561198090575770,39.99,2.63,38.0
76561198090578159,0.0,16.67,6.0
76561198090595012,44.97,inf,0.0
76561198090604018,0.0,5.56,18.0
76561198090621006,0.0,11.11,72.0
76561198090629940,0.0,11.11,9.0
76561198090642401,29.98,158.23,79.0
76561198090658129,54.980000000000004,10.26,78.0
76561198090660044,104.92,800.0,64.0
76561198090689076,0.0,0.79,126.0
76561198090694948,14.99,1.28,78.0
76561198090713504,0.99,inf,0.0
76561198090715178,9.99,9.76,82.0
76561198090724038,0.0,2.44,41.0
76561198090724989,9.99,0.69,145.0
76561198090760162,44.980000000000004,30.77,26.0
76561198090768760,0.0,3.23,31.0
76561198090773476,29.98,33.33,81.0
76561198090792324,4.99,0.94,106.0
76561198090805056,0.0,inf,0.0
76561198090818363,29.979999999999997,7.48,107.0
76561198090836955,0.0,inf,0.0
76561198090839738,19.99,1.52,66.0
76561198090842891,14.99,2.5,40.0
76561198090848023,0.0,8.33,12.0
76561198090851230,19.99,200.0,4.0
76561198090867859,9.99,1.85,54.0
76561198090898725,0.0,2.17,46.0
76561198090899557,19.99,1.61,62.0
76561198090921255,54.97,inf,0.0
76561198090932287,19.99,11.94,67.0
76561198090933512,0.0,inf,0.0
76561198090934295,74.94999999999999,inf,0.0
76561198090937647,0.0,1.52,66.0
76561198090949532,0.0,1.32,76.0
76561198090998972,14.99,5.26,19.0
76561198091006606,0.0,2.63,38.0
76561198091016047,19.99,3.33,30.0
76561198091024013,29.99,1.3,77.0
76561198091034264,92.95,79.62,314.0
76561198091043690,0.0,6.67,15.0
76561198091051848,39.98,inf,0.0
76561198091053426,0.0,3.33,30.0
76561198091066992,14.99,5.56,18.0
76561198091081910,7.99,1.72,58.0
76561198091082337,14.99,5.0,20.0
76561198091085055,0.0,86.49,74.0
76561198091095932,14.99,7.14,14.0
76561198091097773,0.0,3.85,26.0
76561198091103191,0.0,19.51,41.0
76561198091108888,19.99,7.14,14.0
76561198091110290,46.97,61.54,104.0
76561198091116626,59.99,3.85,26.0
76561198091120667,9.99,5.26,19.0
76561198091126167,9.99,2.0,50.0
76561198091127623,9.99,2.5,40.0
76561198091128519,15.98,61.36,44.0
76561198091131449,19.99,3.7,27.0
76561198091133921,24.98,75.0,36.0
76561198091135545,0.0,4.35,23.0
76561198091138643,0.0,inf,0.0
76561198091146515,0.0,11.11,9.0
76561198091152936,4.99,4.0,25.0
76561198091160836,9.99,2.17,46.0
76561198091164094,4.99,inf,0.0
76561198091164764,49.970000000000006,63.78,196.0
76561198091169175,0.0,14.29,7.0
76561198091169263,0.0,1.47,68.0
76561198091171400,0.0,2.86,35.0
76561198091173609,0.0,1.82,55.0
76561198091177154,0.0,1.01,99.0
76561198091190397,39.980000000000004,inf,0.0
76561198091199302,44.980000000000004,187.83,115.0
76561198091203454,159.94,544.44,63.0
76561198091213907,24.99,inf,0.0
76561198091216652,0.0,5.88,17.0
76561198091250353,0.0,inf,0.0
76561198091250895,39.99,30.0,90.0
76561198091251297,9.99,2.78,36.0
76561198091259632,19.99,36.36,22.0
76561198091266752,19.99,64.65,99.0
76561198091272808,38.97,inf,0.0
76561198091296461,0.0,4.0,25.0
76561198091309741,9.99,6.67,15.0
76561198091325036,0.0,9.09,11.0
76561198091325442,4.99,1.96,51.0
76561198091327602,44.96,143.68,87.0
76561198091344363,19.99,135.0,20.0
76561198091358304,0.0,3.33,30.0
76561198091369153,59.99,20.0,40.0
76561198091378623,0.0,7.69,13.0
76561198091384609,0.0,13.56,59.0
76561198091398351,0.0,3.45,29.0
76561198091404694,19.99,22.13,122.0
76561198091405304,19.99,30.0,90.0
76561198091429493,144.91,2127.66,47.0
76561198091434225,19.97,198.41,63.0
76561198091447998,14.99,inf,0.0
76561198091448711,0.0,2.38,42.0
76561198091467967,0.0,3.57,28.0
76561198091479250,20.97,19.71,137.0
76561198091488628,0.0,100.0,1.0
76561198091490622,4.99,0.31,325.0
76561198091491495,14.99,9.09,11.0
76561198091493184,0.0,inf,0.0
76561198091511785,59.99,1.41,71.0
76561198091512618,7.99,34.78,23.0
76561198091514051,0.0,8.16,98.0
76561198091515229,0.0,0.65,155.0
76561198091515601,19.99,2.44,41.0
76561198091518774,19.98,38.03,71.0
76561198091524388,5.99,2.44,41.0
76561198091526444,19.99,1.33,75.0
76561198091537009,0.0,inf,0.0
76561198091548646,0.0,inf,0.0
76561198091548792,0.0,277.78,45.0
76561198091555688,0.0,4.55,22.0
76561198091558466,4.99,inf,0.0
76561198091563407,0.0,0.87,115.0
76561198091572560,9.99,61.36,44.0
76561198091582959,0.0,2.33,43.0
76561198091589936,0.0,3.7,27.0
76561198091590393,39.99,2.7,37.0
76561198091605281,9.99,1.49,67.0
76561198091610400,14.98,18.6,43.0
76561198091612238,0.0,4.17,24.0
76561198091613577,842.6500000000001,inf,0.0
76561198091620717,14.99,2.44,41.0
76561198091631250,0.0,1.33,75.0
76561198091636035,0.0,6.67,15.0
76561198091637868,14.99,11.59,69.0
76561198091646080,19.99,1.04,96.0
76561198091664122,14.99,1.15,87.0
76561198091681013,0.0,4.0,25.0
76561198091682568,92.91,294.12,340.0
76561198091688762,0.0,1.0,100.0
76561198091703171,9.99,1.27,158.0
76561198091710192,14.99,2.94,34.0
76561198091714349,19.98,42.19,64.0
76561198091717988,0.0,108.0,25.0
76561198091721091,19.98,3.59,223.0
76561198091722897,0.0,2.78,36.0
76561198091733633,14.99,2.17,46.0
76561198091738673,9.99,1.04,96.0
76561198091740831,19.99,4.0,25.0
76561198091741812,19.99,inf,0.0
76561198091755029,0.0,inf,0.0
76561198091756176,14.99,inf,0.0
76561198091770962,24.98,44.26,61.0
76561198091779143,14.99,8.33,12.0
76561198091787257,19.99,5.56,18.0
76561198091788480,4.99,1.15,87.0
76561198091794114,0.0,3.23,31.0
76561198091795062,34.99,16.67,48.0
76561198091807832,0.0,122.73,22.0
76561198091815938,19.99,1.45,69.0
76561198091823489,7.99,5.0,20.0
76561198091826904,1.99,inf,0.0
76561198091832841,9.99,2.94,34.0
76561198091833491,0.0,25.81,31.0
76561198091845464,0.0,0.9,111.0
76561198091852462,14.99,1.49,67.0
76561198091863460,0.0,1.64,61.0
76561198091868909,39.97,172.97,37.0
76561198091872904,0.0,4.76,21.0
76561198091885821,15.98,36.99,173.0
76561198091895259,160.91,6.67,15.0
76561198091898889,0.0,inf,0.0
76561198091901556,0.0,3.45,29.0
76561198091906572,73.95,122.73,176.0
76561198091908773,19.98,47.41,135.0
76561198091913914,0.0,2.63,38.0
76561198091926245,29.99,inf,0.0
76561198091932812,9.99,38.1,21.0
76561198091938654,14.99,44.44,144.0
76561198091947429,0.0,800.0,1.0
76561198091950237,14.99,5.56,18.0
76561198091955922,24.98,inf,0.0
76561198091972169,0.0,2.7,37.0
76561198091974824,0.0,5.0,20.0
76561198091976678,24.98,23.48,115.0
76561198091986289,4.99,9.09,11.0
76561198091995282,19.99,6.25,16.0
76561198091999396,39.99,4.35,23.0
76561198092003845,4.99,1.96,51.0
76561198092005436,39.97,40.3,67.0
76561198092013490,64.97,inf,0.0
76561198092020961,19.99,6.67,15.0
76561198092022514,4.99,213.33,60.0
76561198092050517,2.99,7.92,101.0
76561198092054106,0.0,inf,0.0
76561198092056932,34.98,100.0,64.0
76561198092058318,0.0,1.69,59.0
76561198092064357,19.99,2.78,36.0
76561198092064451,24.98,14.29,56.0
76561198092068521,19.98,55.1,49.0
76561198092084120,24.97,57.45,47.0
76561198092096760,0.0,3.33,30.0
76561198092099507,0.0,7.14,14.0
76561198092104105,5.98,9.41,85.0
76561198092114416,9.99,0.82,122.0
76561198092121309,0.0,10.0,10.0
76561198092122093,0.0,1.59,63.0
76561198092148962,2.99,2.56,39.0
76561198092163978,0.0,5.0,20.0
76561198092172350,24.99,0.55,182.0
76561198092174809,14.99,2.7,37.0
76561198092188845,19.99,18.6,43.0
76561198092215337,14.99,2.78,36.0
76561198092216068,0.0,1.92,52.0
76561198092216405,39.99,2.17,46.0
76561198092220546,54.97,58.7,46.0
76561198092220958,79.98,3.94,203.0
76561198092221837,29.98,21.77,124.0
76561198092225388,9.99,9.09,11.0
76561198092226373,119.98,8.51,94.0
76561198092227136,34.98,2.4,333.0
76561198092229748,0.0,2.7,37.0
76561198092242919,19.99,9.09,11.0
76561198092248933,9.99,1.75,57.0
76561198092278847,44.98,10.67,75.0
76561198092297803,19.99,0.71,140.0
76561198092305052,14.99,1.35,74.0
76561198092306325,19.99,0.84,119.0
76561198092310770,117.95,77.42,279.0
76561198092333882,14.99,2.27,44.0
76561198092339855,21.979999999999997,15.43,175.0
76561198092341441,0.0,1.89,53.0
76561198092342174,24.99,33.33,24.0
76561198092345811,34.97,31.4,86.0
76561198092347921,0.0,3.45,29.0
76561198092363101,14.99,inf,0.0
76561198092369007,108.94,509.79,143.0
76561198092374007,59.99,1.06,94.0
76561198092377526,0.0,inf,0.0
76561198092381867,34.99,1.52,66.0
76561198092384284,160.91,17.02,47.0
76561198092398769,0.0,2.94,34.0
76561198092403662,19.99,4.0,25.0
76561198092407908,0.0,14.29,7.0
76561198092422168,9.99,5.26,19.0
76561198092431676,49.980000000000004,10.96,73.0
76561198092439425,9.99,5.88,17.0
76561198092440135,0.0,2.22,45.0
76561198092448174,87.95,252.21,272.0
76561198092457262,14.99,139.13,46.0
76561198092466083,9.99,12.9,62.0
76561198092466953,39.99,20.15,134.0
76561198092473445,56.95,751.55,97.0
76561198092473728,0.0,17.39,46.0
76561198092493461,0.0,1.06,94.0
76561198092494600,59.99,5.56,18.0
76561198092501010,3.99,1.82,55.0
76561198092511029,44.97,28.12,96.0
76561198092540221,54.96,inf,0.0
76561198092545243,14.99,0.79,127.0
76561198092545952,0.0,4.17,24.0
76561198092547722,39.99,0.53,189.0
76561198092555785,94.96000000000001,inf,0.0
76561198092559916,9.99,48.21,56.0
76561198092564032,14.99,1.39,72.0
76561198092576259,29.99,inf,0.0
76561198092577173,17.99,0.91,110.0
76561198092589283,39.97,200.0,32.0
76561198092591927,0.0,4.55,22.0
76561198092612877,49.98,9.52,84.0
76561198092623837,0.0,15.69,51.0
76561198092626023,19.99,2.04,49.0
76561198092627689,0.0,42.11,19.0
76561198092635332,19.99,inf,0.0
76561198092638474,104.74000000000001,100.0,125.0
76561198092659141,14.99,4.35,23.0
76561198092674729,9.99,4.0,25.0
76561198092681910,19.99,2.78,36.0
76561198092695661,34.97,961.54,13.0
76561198092735015,0.0,45.76,118.0
76561198092750032,19.99,2.13,47.0
76561198092791856,19.99,47.37,57.0
76561198092796694,0.0,1.47,68.0
76561198092798425,0.0,4.17,24.0
76561198092814591,0.0,16.67,6.0
76561198092819016,79.97,17.65,153.0
76561198092847310,19.99,0.93,108.0
76561198092971472,39.99,4.76,21.0
76561198092973654,0.0,100.0,1.0
76561198092985183,59.99,5.0,20.0
76561198092989777,14.99,inf,0.0
76561198092998604,34.98,5.84,137.0
76561198092999858,0.0,0.6,167.0
76561198093043200,0.0,100.0,1.0
76561198093066459,0.0,1.89,53.0
76561198093067382,9.99,2.13,47.0
76561198093068088,29.99,1.79,56.0
76561198093069589,9.99,inf,0.0
76561198093077688,14.99,1.19,84.0
76561198093078781,9.99,inf,0.0
76561198093080426,49.98,9.41,85.0
76561198093091281,0.0,14.29,7.0
76561198093094168,0.0,0.84,119.0
76561198093112529,0.0,3.33,30.0
76561198093124034,14.99,inf,0.0
76561198093136680,0.99,10.0,10.0
76561198093148567,29.979999999999997,121.36,103.0
76561198093152725,0.0,2.44,41.0
76561198093156182,52.95,948.15,54.0
76561198093156419,0.0,21.05,38.0
76561198093158990,29.99,3.85,26.0
76561198093161734,0.0,20.0,5.0
76561198093164941,0.0,2.27,44.0
76561198093166360,29.979999999999997,11.11,72.0
76561198093167105,19.99,0.85,118.0
76561198093167547,19.98,26.47,102.0
76561198093176686,34.97,78.05,82.0
76561198093179649,14.99,5.0,20.0
76561198093179917,0.0,3.33,30.0
76561198093209097,9.99,1.79,56.0
76561198093209700,0.0,4.17,24.0
76561198093240797,0.0,2.33,43.0
76561198093244874,0.0,9.09,11.0
76561198093248844,0.0,130.61,49.0
76561198093250521,14.99,inf,0.0
76561198093252101,0.0,4.35,23.0
76561198093260139,0.0,1.79,56.0
76561198093261278,9.99,2.04,49.0
76561198093261921,0.0,14.29,56.0
76561198093262586,0.0,1.47,68.0
76561198093265305,14.99,1.2,83.0
76561198093265892,4.99,2.33,43.0
76561198093266099,55.95,inf,0.0
76561198093267405,0.0,inf,0.0
76561198093269733,19.99,inf,0.0
76561198093270673,0.0,33.33,3.0
76561198093272537,14.99,2.17,46.0
76561198093272651,19.99,2.5,40.0
76561198093273236,4.99,7.14,14.0
76561198093275367,9.99,1.08,93.0
76561198093276380,119.94999999999999,459.57,47.0
76561198093283574,19.99,100.0,8.0
76561198093283652,0.0,2.5,40.0
76561198093284207,14.99,2.33,43.0
76561198093289103,29.99,2.13,47.0
76561198093295500,0.0,278.26,23.0
76561198093301565,24.98,67.37,95.0
76561198093336165,74.96,413.25,83.0
76561198093337643,19.99,6.67,15.0
76561198093344933,14.99,4.17,24.0
76561198093360882,36.96,44.44,144.0
76561198093361154,69.97,103.23,124.0
76561198093374278,9.99,3.23,31.0
76561198093380344,19.99,7.14,112.0
76561198093381429,0.0,inf,0.0
76561198093386811,0.0,195.31,64.0
76561198093394236,39.99,3.7,27.0
76561198093437165,19.99,14.29,7.0
76561198093448979,9.99,1.23,81.0
76561198093453471,0.0,1.52,66.0
76561198093465910,169.94,2226.09,23.0
76561198093468038,19.98,128.57,21.0
76561198093468239,12.98,9.88,81.0
76561198093478636,0.0,inf,0.0
